1048576.0,1,1048576,165
1048576.0,1,524288,85
1048576.0,1,262144,77
1048576.0,1,131072,70
1048576.0,1,65536,71
1048576.0,1,32768,67
1048576.0,1,16384,69
1048576.0,1,8192,69
1048576.0,1,4096,73
1048576.0,1,2048,86
1048576.0,1,1024,94
2097152.0,1,2097152,179
2097152.0,1,1048576,183
2097152.0,1,524288,151
2097152.0,1,262144,140
2097152.0,1,131072,142
2097152.0,1,65536,132
2097152.0,1,32768,136
2097152.0,1,16384,138
2097152.0,1,8192,137
2097152.0,1,4096,146
2097152.0,1,2048,155
4194304.0,1,4194304,362
4194304.0,1,2097152,368
4194304.0,1,1048576,328
4194304.0,1,524288,293
4194304.0,1,262144,267
4194304.0,1,131072,279
4194304.0,1,65536,278
4194304.0,1,32768,270
4194304.0,1,16384,281
4194304.0,1,8192,291
4194304.0,1,4096,300
8388608.0,1,8388608,764
8388608.0,1,4194304,729
8388608.0,1,2097152,615
8388608.0,1,1048576,548
8388608.0,1,524288,553
8388608.0,1,262144,528
8388608.0,1,131072,554
8388608.0,1,65536,561
8388608.0,1,32768,571
8388608.0,1,16384,578
8388608.0,1,8192,591
